# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Aug 18 04:34:30 2021
#
# CONSTRAINT:  where (ismostprecise = 1
# CONSTRAINT:  and transitduration < 8
# CONSTRAINT:  and transitdepthcalc > 0.4)
#
# COLUMN planetname:     Data Source Planet Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN obsname:        Observatory Name
# COLUMN reflink:        Reference
# COLUMN algorithm:      Algorithm
# COLUMN isdefault:      Default Parameters Flag
# COLUMN ismostprecise:  Most-Precise Flag
# COLUMN phase:          Phase
# COLUMN period:         Period [days]
# COLUMN transitduration: Transit Duration [hours]
# COLUMN transitdepthdb: Transit Depth - Measured [percent]
# COLUMN transitdepthcalc: Transit Depth - Calculated [percent]
# COLUMN ttv:            TTV flag
# COLUMN midpointcalendar: Event Midpoint Calendar UT
# COLUMN propmidpointunc: Propagated Midpoint Uncertainty [days]
# COLUMN midpointairmass: Event Midpoint Airmass
# COLUMN targetobsstartcalendar: Target Observability Start Calendar UT
# COLUMN targetobsendcalendar: Target Observability End Calendar UT
# COLUMN fractionobservable: Event Fraction Observable
#
planetname,ra_str,ra,dec_str,dec,obsname,reflink,algorithm,isdefault,ismostprecise,phase,period,transitduration,transitdepthdb,transitdepthcalc,ttv,midpointcalendar,propmidpointunc,midpointairmass,targetobsstartcalendar,targetobsendcalendar,fractionobservable
NGTS-13 b,11h44m57.66s,176.240233,-38d08m22.98s,-38.139716,,<a refstr=GRIEVES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210104245G/abstract target=ref>Grieves et al. 2021</a>,Transit Ephemeris,1,1,0.000000,4.119027,5.222400,0.430000,0.430792,0,08/19/2021 13:24,0.006676,,,,
NGTS-15 b,04h53m25.27s,73.355310,-32d48m01.25s,-32.800348,,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit Ephemeris,1,1,0.000000,3.276230,2.504000,,1.403975,0,08/20/2021 09:32,0.003880,,,,
NGTS-16 b,03h53m03.34s,58.263930,-30d48m16.71s,-30.804641,,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit Ephemeris,1,1,0.000000,4.845320,3.061000,,1.212931,0,08/21/2021 18:39,0.005480,,,,
NGTS-17 b,04h51m36.14s,72.900573,-34d13m34.37s,-34.226213,,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit Ephemeris,1,1,0.000000,3.242530,3.391000,,0.908346,0,08/21/2021 04:57,0.004000,,,,
NGTS-18 b,12h02m11.09s,180.546219,-35d32m54.99s,-35.548609,,<a refstr=TILBROOK_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp..893T/abstract target=ref>Tilbrook et al. 2021</a>,Transit Ephemeris,1,1,0.000000,3.051250,3.601000,,0.797927,0,08/19/2021 18:17,0.003590,,,,
NGTS-2 b,14h20m29.46s,215.122762,-31d12m07.45s,-31.202070,,<a refstr=RAYNARD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.481.4960R/abstract target=ref>Raynard et al. 2018</a>,Transit Ephemeris,1,1,0.000000,4.511164,4.651000,,0.927413,0,08/19/2021 19:14,0.024214,,,,
NGTS-3 A b,06h17m46.74s,94.444760,-35d42m22.91s,-35.706364,,<a refstr=G_UUML_NTHER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.478.4720G/abstract target=ref>G&uuml;nther et al. 2018</a>,Transit Ephemeris,1,1,0.000000,1.675373,2.300000,2.680000,2.674413,0,08/19/2021 19:47,0.004220,,,,
NGTS-5 b,14h44m13.98s,221.058269,05d36m19.34s,5.605373,,<a refstr=EIGM_UUML_LLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...625A.142E/abstract target=ref>Eigm&uuml;ller et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.356987,2.210000,,2.495391,0,08/19/2021 04:51,0.001581,,,,
NGTS-8 b,21h55m54.22s,328.975921,-14d04m06.38s,-14.068440,,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,Transit Ephemeris,1,1,0.000000,2.499700,2.610000,,1.306387,0,08/20/2021 22:40,0.008510,,,,
NGTS-9 b,09h27m40.95s,141.920644,-19d20m51.53s,-19.347648,,<a refstr=COSTES_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.491.2834C/abstract target=ref>Costes et al. 2020</a>,Transit Ephemeris,1,1,0.000000,4.435270,2.050000,,0.634863,0,08/19/2021 10:03,0.010650,,,,
WASP-130 b,13h32m25.44s,203.106019,-42d28m30.98s,-42.475273,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,Transit Ephemeris,1,1,0.000000,11.550980,3.720000,0.916000,0.907629,0,08/24/2021 07:23,0.002440,,,,
WASP-131 b,14h00m46.46s,210.193571,-30d35m00.99s,-30.583608,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,Transit Ephemeris,1,1,0.000000,5.322023,3.830400,0.665000,0.671441,0,08/21/2021 06:50,0.002775,,,,
WASP-132 b,14h30m26.21s,217.609200,-46d09m34.26s,-46.159516,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,Transit Ephemeris,1,1,0.000000,7.133521,3.081600,1.460000,1.459641,0,08/25/2021 05:55,0.003874,,,,
WASP-133 b,20h58m18.11s,314.575438,-35d47m47.84s,-35.796622,,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,Transit Ephemeris,1,1,0.000000,2.176423,3.439200,,0.745618,0,08/19/2021 06:14,0.001270,,,,
WASP-135 b,17h49m08.37s,267.284885,29d52m44.55s,29.879043,,<a refstr=SPAKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128b4401S/abstract target=ref>Spake et al. 2016</a>,Transit Ephemeris,1,1,0.000000,1.401379,1.656000,1.940000,1.936489,0,08/19/2021 20:09,0.003306,,,,
WASP-136 b,00h01m18.18s,0.325761,-08d55m34.50s,-8.926251,,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,Transit Ephemeris,1,1,0.000000,5.215357,5.452800,0.411000,0.411760,0,08/20/2021 16:03,0.004162,,,,
WASP-138 b,02h46m33.40s,41.639160,-00d27m50.85s,-0.464125,,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,Transit Ephemeris,1,1,0.000000,3.634433,3.772800,0.683000,0.678338,0,08/18/2021 23:55,0.003234,,,,
WASP-139 b,03h18m14.92s,49.562173,-41d18m07.28s,-41.302023,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,Transit Ephemeris,1,1,0.000000,5.924262,2.832000,1.070000,1.056017,0,08/21/2021 12:19,0.001820,,,,
WASP-140 b,04h01m32.53s,60.385539,-20d27m03.60s,-20.450999,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,Transit Ephemeris,1,1,0.000000,2.235984,1.514400,2.050000,2.893059,0,08/19/2021 05:17,0.001056,,,,
WASP-141 b,04h47m17.86s,71.824435,-17d06m54.62s,-17.115174,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,Transit Ephemeris,1,1,0.000000,3.310651,3.600000,0.830000,0.823760,0,08/19/2021 19:16,0.003965,,,,
WASP-142 b,09h22m01.52s,140.506316,-23d56m45.97s,-23.946102,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,Transit Ephemeris,1,1,0.000000,2.052868,2.680800,0.916000,0.919107,0,08/20/2021 02:03,0.002776,,,,
WASP-144 b,21h23m03.09s,320.762876,-40d02m54.38s,-40.048439,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,2.278315,1.953600,1.165000,1.162890,0,08/20/2021 11:34,0.001456,,,,
WASP-145 A b,21h29m00.90s,322.253764,-58d50m10.13s,-58.836147,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,1.769038,0.976800,1.160000,1.849857,0,08/19/2021 22:05,0.001437,,,,
WASP-147 b,23h56m45.96s,359.191512,-22d09m11.63s,-22.153232,,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,Transit Ephemeris,1,1,0.000000,4.602730,4.394400,0.640000,0.642919,0,08/22/2021 00:10,0.018229,,,,
WASP-148 b,16h56m31.32s,254.130502,44d18m09.13s,44.302536,,<a refstr=HEBRARD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200414645H/abstract target=ref>Hebrard et al. 2020</a>,Transit Ephemeris,1,1,0.000000,8.803810,3.016000,,0.518885,1,08/18/2021 19:57,0.013167,,,,
XO-2 N b,07h48m06.42s,117.026769,50d13m30.53s,50.225147,,<a refstr=CROUZET_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...761....7C/abstract target=ref>Crouzet et al. 2012</a>,Transit Ephemeris,1,1,0.000000,2.615862,2.683900,,1.062427,0,08/20/2021 23:39,0.000140,,,,
XO-5 b,07h46m51.93s,116.716387,39d05m40.09s,39.094470,,<a refstr=SMITH_2015 href=https://ui.adsabs.harvard.edu/abs/2015AcA....65..117S/abstract target=ref>Smith 2015</a>,Transit Ephemeris,1,1,0.000000,4.187756,3.117600,1.080000,1.074790,0,08/21/2021 15:48,0.000570,,,,
XO-6 b,06h19m10.31s,94.792955,73d49m39.24s,73.827567,,<a refstr=CROUZET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...94C/abstract target=ref>Crouzet et al. 2017</a>,Transit Ephemeris,1,1,0.000000,3.765001,2.900000,,1.214778,0,08/19/2021 20:14,0.006560,,,,
XO-7 b,18h29m54.74s,277.478075,85d13m59.95s,85.233321,,<a refstr=CROUZET_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...44C/abstract target=ref>Crouzet et al. 2020</a>,Transit Ephemeris,1,1,0.000000,2.864142,2.772000,0.909000,0.908842,0,08/20/2021 10:15,0.002746,,,,
OGLE-TR-211 b,10h40m14.36s,160.059824,-62d27m19.93s,-62.455535,,<a refstr=UDALSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482..299U/abstract target=ref> Udalski et al. 2008 </a>,Transit Ephemeris,1,1,0.000000,3.677240,4.411200,0.723000,0.726208,0,08/21/2021 11:25,0.052110,,,,
WASP-150 b,17h37m03.12s,264.263020,53d01m16.59s,53.021275,,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,Transit Ephemeris,1,1,0.000000,5.644207,3.117600,0.440000,0.443552,0,08/20/2021 05:21,0.001585,,,,
WASP-151 b,23h16m15.23s,349.063465,00d18m24.08s,0.306690,,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,Transit Ephemeris,1,1,0.000000,4.533471,3.660000,,1.037572,0,08/19/2021 02:14,0.001604,,,,
WASP-153 b,18h37m02.99s,279.262473,40d01m07.29s,40.018690,,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,Transit Ephemeris,1,1,0.000000,3.332609,3.840000,,0.847700,0,08/21/2021 08:07,0.006784,,,,
WASP-156 b,02h11m07.70s,32.782085,02d25m05.50s,2.418194,,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,Transit Ephemeris,1,1,0.000000,3.836169,2.410000,,0.475537,0,08/19/2021 13:34,0.005729,,,,
WASP-158 b,00h16m35.12s,4.146347,-10d58m35.12s,-10.976423,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.656333,3.576000,0.630000,0.625762,0,08/21/2021 14:04,0.003000,,,,
WASP-159 b,04h32m32.76s,68.136479,-38d58m05.87s,-38.968297,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.840401,5.587200,0.453000,0.451715,0,08/19/2021 16:34,0.004141,,,,
WASP-160 B b,05h50m43.09s,87.679561,-27d37m23.96s,-27.623322,,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.768495,2.844200,1.663000,1.665269,0,08/18/2021 12:31,0.002125,,,,
WASP-161 b,08h25m21.08s,126.337825,-11d30m03.56s,-11.500989,,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,Transit Ephemeris,1,1,0.000000,5.406042,5.128800,0.450920,0.470713,0,08/22/2021 16:49,0.002905,,,,
WASP-162 b,11h13m10.30s,168.292908,-17d39m28.01s,-17.657779,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,9.624680,4.257600,0.870000,0.857087,0,08/26/2021 13:46,0.002420,,,,
WASP-163 b,17h06m09.01s,256.537555,-10d24m46.83s,-10.413007,,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,Transit Ephemeris,1,1,0.000000,1.609688,2.232000,1.417000,1.480975,0,08/19/2021 13:21,0.001824,,,,
Qatar-10 b,18h57m46.54s,284.443905,69d34m15.01s,69.570837,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,Transit Ephemeris,1,1,0.000000,1.645321,2.772000,,1.598850,0,08/19/2021 04:50,0.007640,,,,
WASP-164 b,22h59m29.66s,344.873588,-60d26m52.15s,-60.447819,,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,Transit Ephemeris,1,1,0.000000,1.777125,1.603700,1.542000,1.546882,0,08/20/2021 02:04,0.003734,,,,
WASP-165 b,23h50m19.36s,357.580647,-17d04m39.34s,-17.077595,,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.465509,4.176000,0.544000,0.547439,0,08/21/2021 19:27,0.012867,,,,
WASP-167 b,13h04m10.51s,196.043793,-35d32m58.31s,-35.549529,,<a refstr=TEMPLE_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471.2743T/abstract target=ref>Temple et al. 2017</a>,Transit Ephemeris,1,1,0.000000,2.021960,2.724000,0.820000,0.822771,0,08/18/2021 22:47,0.001047,,,,
WASP-168 b,06h26m58.71s,96.744643,-46d49m16.91s,-46.821363,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,4.153658,1.912800,1.190000,1.894163,0,08/20/2021 20:37,0.001861,,,,
WASP-169 b,08h29m32.94s,127.387230,-12d56m41.17s,-12.944768,,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,Transit Ephemeris,1,1,0.000000,5.611412,6.052800,0.446000,0.444019,0,08/21/2021 06:40,0.004270,,,,
WASP-170 b,09h01m39.91s,135.416303,-20d43m13.33s,-20.720369,,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,Transit Ephemeris,1,1,0.000000,2.344780,2.040000,1.382000,1.441738,0,08/19/2021 13:59,0.002724,,,,
WASP-172 b,13h17m44.10s,199.433742,-47d14m15.27s,-47.237575,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,5.477433,5.294400,0.720000,0.713516,0,08/21/2021 07:26,0.003587,,,,
WASP-173 A b,23h36m40.49s,354.168696,-34d36m40.70s,-34.611304,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,1.386653,2.296800,1.230000,1.234205,0,08/18/2021 14:30,0.000620,,,,
WASP-174 b,13h03m10.56s,195.794015,-41d23m05.50s,-41.384862,,<a refstr=TEMPLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.5307T/abstract target=ref>Temple et al. 2018</a>,Transit Ephemeris,1,1,0.000000,4.233700,2.040000,0.860000,1.039956,0,08/20/2021 19:19,0.001804,,,,
WASP-175 b,11h05m16.51s,166.318800,-34d07m21.88s,-34.122745,,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.065291,2.676000,1.064000,1.063045,0,08/19/2021 07:44,0.001166,,,,
WASP-176 b,20h54m44.95s,313.687293,09d10m44.65s,9.179069,,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,Transit Ephemeris,1,1,0.000000,3.899052,5.152800,0.640000,0.645479,0,08/20/2021 06:46,0.002255,,,,
WASP-177 b,22h19m11.28s,334.796989,-01d50m03.95s,-1.834430,,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.071722,1.612800,1.850000,3.365879,0,08/20/2021 19:06,0.000753,,,,
HAT-P-56 b,06h43m23.54s,100.848068,27d15m08.25s,27.252291,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,Transit Ephemeris,0,1,0.000000,2.790882,2.190000,0.944000,0.946379,0,08/21/2021 06:10,,,,,
Qatar-3 b,23h56m36.47s,359.151972,36d12m46.64s,36.212956,,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,Transit Ephemeris,1,1,0.000000,2.507920,3.110400,0.789000,0.784003,0,08/20/2021 05:24,0.000100,,,,
Qatar-4 b,00h19m26.23s,4.859275,44d01m39.35s,44.027597,,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,Transit Ephemeris,1,1,0.000000,1.805356,2.138400,1.902000,1.887327,0,08/20/2021 05:47,0.000460,,,,
Qatar-5 b,00h28m12.94s,7.053937,42d03m40.84s,42.061345,,<a refstr=ALSUBAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..200A/abstract target=ref>Alsubai et al. 2017</a>,Transit Ephemeris,1,1,0.000000,2.879232,2.908800,1.126000,1.117742,0,08/20/2021 17:39,0.000098,,,,
Qatar-6 b,14h48m50.42s,222.210077,22d09m09.41s,22.152614,,<a refstr=ALSUBAI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...52A/abstract target=ref>Alsubai et al. 2018</a>,Transit Ephemeris,1,1,0.000000,3.506195,1.588800,,2.284786,0,08/19/2021 11:16,0.009022,,,,
Qatar-7 b,23h54m03.63s,358.515134,37d01m18.57s,37.021824,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...74A/abstract target=ref>Alsubai et al. 2019</a>,Transit Ephemeris,1,1,0.000000,2.032046,3.578400,,1.247657,0,08/18/2021 22:23,0.006853,,,,
Qatar-9 b,10h42m59.54s,160.748095,60d57m50.83s,60.964119,,<a refstr=ALSUBAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..224A/abstract target=ref>Alsubai et al. 2019</a>,Transit Ephemeris,1,1,0.000000,1.540731,1.867200,,2.219396,0,08/19/2021 23:23,0.030328,,,,
WASP-178 b,15h09m04.88s,227.270329,-42d42m17.88s,-42.704966,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.344829,3.470400,1.243000,1.240495,0,08/19/2021 05:23,0.001374,,,,
WASP-180 A b,08h13m34.14s,123.392246,-01d58m58.03s,-1.982787,,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.409264,3.117600,1.230000,1.146622,0,08/20/2021 23:48,0.000594,,,,
WASP-181 b,01h47m10.37s,26.793225,03d07m58.56s,3.132932,,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,Transit Ephemeris,1,1,0.000000,4.519506,3.064800,1.590000,1.589716,0,08/20/2021 12:02,0.001628,,,,
WASP-182 b,20h46m41.60s,311.673345,-41d49m15.54s,-41.820983,,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,Transit Ephemeris,1,1,0.000000,3.376985,2.596800,0.426000,0.424912,0,08/20/2021 14:60,0.001685,,,,
WASP-183 b,10h55m09.32s,163.788852,-00d44m13.44s,-0.737066,,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,Transit Ephemeris,1,1,0.000000,4.111777,2.016000,2.260000,3.007941,0,08/18/2021 12:10,0.004445,,,,
WASP-184 b,13h58m04.08s,209.517010,-30d20m53.35s,-30.348153,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,5.181700,4.776000,0.690000,0.686130,0,08/22/2021 06:50,0.004510,,,,
WASP-185 b,14h16m14.30s,214.059579,-19d32m32.30s,-19.542306,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,9.387550,4.608000,0.730000,0.733345,0,08/25/2021 08:17,0.007360,,,,
WASP-186 b,01h15m58.87s,18.995312,21d37m00.86s,21.616906,,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,Transit Ephemeris,1,1,0.000000,5.026799,2.704000,0.610000,0.602119,0,08/22/2021 17:51,0.008568,,,,
WASP-190 b,00h30m50.29s,7.709529,-40d34m24.46s,-40.573461,,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157..141T/abstract target=ref>Temple et al. 2019</a>,Transit Ephemeris,1,1,0.000000,5.367753,4.464000,0.620000,0.545540,0,08/20/2021 12:37,0.001928,,,,
WASP-192 b,14h54m38.09s,223.658719,-38d44m40.37s,-38.744547,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,Transit Ephemeris,1,1,0.000000,2.878677,2.313600,0.926000,0.916924,0,08/21/2021 02:42,0.003817,,,,
TOI-1231 b,10h26m59.34s,156.747260,-52d28m04.34s,-52.467872,,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210508077B/abstract target=ref>Burt et al. 2021</a>,Transit Ephemeris,1,1,0.000000,24.245586,3.240000,0.492000,0.494209,0,09/03/2021 11:24,0.002528,,,,
WASP-2 b,20h30m54.13s,307.725559,06d25m45.59s,6.429331,,<a refstr=CHARBONNEAU_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...658.1322C/abstract target=ref> Charbonneau et al. 2007 </a>,Transit Ephemeris,0,1,0.000000,2.152226,1.799000,,1.721411,0,08/18/2021 18:07,0.000280,,,,
WASP-20 b,00h20m38.53s,5.160562,-23d56m08.84s,-23.935789,,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,Transit Ephemeris,1,1,0.000000,4.899628,3.403200,1.164000,1.164896,0,08/22/2021 16:08,0.002805,,,,
WASP-23 b,06h44m30.60s,101.127503,-42d45m44.03s,-42.762230,,<a refstr=TRIAUD_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...531A..24T/abstract target=ref> Triaud et al. 2011 </a>,Transit Ephemeris,1,1,0.000000,2.944426,2.394200,1.691000,1.669930,0,08/18/2021 18:20,0.001661,,,,
